Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,D5,R4,2.302287565427743,14590,0.2877859456784679,0.3683660104684389
1,Truck 4,R4,R32,2.665571018743977,13990,0.32541356947309885,0.414833932410396
1,Truck 4,R32,R15,1.9508310318230264,13390,0.23028618460175804,0.2911160121088442
1,Truck 4,R15,R18,5.056082080548884,12640,0.5777499139805993,0.722143349957862
1,Truck 4,R18,R16,0.5482677706217646,12020,0.06024037913365418,0.07392111595369712
1,Truck 4,R16,R21,1.0609626519667468,11510,0.1129805464965299,0.13602955815082982
1,Truck 4,R21,R9,2.7708997356638365,10910,0.2877760578477985,0.34019259687990144
1,Truck 4,R9,R37,2.536914998438836,10230,0.2560299063216211,0.2952292547516555
1,Truck 4,R37,R33,0.23350218756434948,9700,0.022834166591467777,0.025479758707021818
1,Truck 4,R33,R31,7.601027829280268,8970,0.7257505884099555,0.7864530127361984
1,Truck 4,R31,R36,8.831659028383426,8160,0.8166875373019628,0.8450131358357262
1,Truck 4,R36,R27,0.6502752708018138,7625,0.058101793316816815,0.05659995957058987
1,Truck 4,R27,R22,2.7386105291128464,6895,0.23935416132086057,0.22274032303451152
1,Truck 4,R22,R38,2.7407843527955302,6175,0.23261813048877106,0.2015755532002686
1,Truck 4,R38,R35,2.2626537007426815,5545,0.18671327471401578,0.14903345708891796
1,Truck 4,R35,R30,2.2901102240786937,4700,0.18450279754642104,0.13545238605350782
1,Truck 4,R30,R34,15.88465487247272,3990,1.2403426501149966,0.7963506976066324
